지점,일시,습도,강수량,최저온도,평균온도,최고온도
108,2013-12-5,73.4, ,2.1,5.5,9.0
108,2013-12-6,42.6,0.0,-0.7,3.0,7.0
108,2013-12-7,60.8,0.1,3.8,6.2,11.0
108,2013-12-8,75.3,0.0,2.5,4.2,6.5
108,2013-12-9,83.1,14.0,1.9,3.8,5.2
108,2013-12-10,56.1, ,-2.2,0.3,3.5
108,2013-12-11,64.1,2.6,-4.3,-1.7,0.2
108,2013-12-12,69.9,4.1,-6.3,-3.2,0.3
108,2013-12-13,47.5, ,-8.9,-6.8,-4.3
108,2013-12-14,65.4,1.1,-8.5,-4.9,-1.4
108,2013-12-15,48.1, ,-8.0,-4.4,0.7
108,2013-12-16,52.6, ,-7.3,-3.6,0.5
108,2013-12-17,52.4, ,-5.5,-0.3,4.7
108,2013-12-18,65.1,0.8,-0.9,2.2,6.5
108,2013-12-19,60.6,0.3,-6.5,-3.5,-0.9
108,2013-12-20,56.3,0.0,-8.1,-4.0,-0.1
108,2013-12-21,56.4, ,-6.3,-3.1,0.9
108,2013-12-22,57.5, ,-6.8,-2.1,3.1
108,2013-12-23,57.1, ,-3.7,-1.1,2.3
108,2013-12-24,58.0, ,-5.9,-1.6,4.0
108,2013-12-25,60.4, ,-4.4,-0.5,3.7
108,2013-12-26,67.8,1.6,-4.0,-0.5,2.7
108,2013-12-27,49.5, ,-9.3,-6.8,-3.7
108,2013-12-28,44.1, ,-9.8,-6.5,-2.7
108,2013-12-29,59.8,0.1,-8.0,-2.9,1.6
108,2013-12-30,55.4, ,-1.9,2.2,6.3
108,2013-12-31,58.8, ,0.5,3.8,8.0
108,2014-1-1,51.3,0.0,0.3,4.0,7.9
108,2014-1-2,35.4, ,-1.3,1.5,6.2
108,2014-1-3,54.4, ,-1.1,2.3,7.3
108,2014-1-4,47.1, ,-3.7,-0.1,5.6
108,2014-1-5,48.4, ,-4.3,-0.8,3.8
108,2014-1-6,50.4, ,-3.7,0.8,6.4
108,2014-1-7,56.0,0.0,0.3,3.0,5.5
108,2014-1-8,56.6,0.0,-5.7,0.5,4.0
108,2014-1-9,26.3, ,-10.4,-7.8,-4.3
108,2014-1-10,48.6,0.0,-9.3,-4.7,-0.9
108,2014-1-11,44.1, ,-5.4,-1.7,2.4
108,2014-1-12,43.5,0.0,-7.7,-2.4,2.5
108,2014-1-13,26.0, ,-10.5,-6.2,-1.6
108,2014-1-14,33.8, ,-8.9,-4.3,1.1
108,2014-1-15,42.0, ,-7.6,-2.9,2.2
108,2014-1-16,59.9, ,-4.0,0.1,3.6
108,2014-1-17,55.9, ,-3.7,-0.1,3.8
108,2014-1-18,42.4, ,-4.9,-2.2,0.8
108,2014-1-19,44.8,0.0,-7.4,-2.6,2.4
108,2014-1-20,83.3,5.3,-4.2,-1.5,1.9
108,2014-1-21,62.6,0.7,-7.2,-5.5,-3.1
108,2014-1-22,60.0, ,-9.5,-3.9,1.6
108,2014-1-23,65.6, ,-5.2,-0.8,4.1
108,2014-1-24,64.4, ,-1.1,3.0,5.7
108,2014-1-25,74.4,3.0,-0.4,4.2,6.3
108,2014-1-26,42.1, ,-5.3,-2.1,2.3
108,2014-1-27,48.0, ,-5.4,0.2,6.0
108,2014-1-28,52.8,0.5,-3.0,1.5,4.6
108,2014-1-29,40.1, ,-5.3,2.2,8.2
108,2014-1-30,66.1,3.5,-1.0,4.0,6.5
108,2014-1-31,26.1, ,-4.3,1.3,7.0
108,2014-2-1,63.8,11.0,3.7,4.9,6.0
108,2014-2-2,91.6,0.5,2.8,4.9,6.5
108,2014-2-3,38.5, ,-8.2,-3.5,2.8
108,2014-2-4,25.9, ,-10.5,-7.4,-3.7
108,2014-2-5,27.5, ,-8.9,-4.8,0.3
108,2014-2-6,29.8, ,-5.2,-1.3,4.5
108,2014-2-7,47.3,0.0,-2.0,2.4,7.6
108,2014-2-8,79.4,4.3,-1.5,0.2,2.5
108,2014-2-9,76.5,0.2,-3.4,-1.6,0.7
108,2014-2-10,55.0,0.2,-2.9,-0.1,4.4
108,2014-2-11,42.1, ,-3.8,0.2,5.2
108,2014-2-12,49.3,0.0,-2.0,1.2,5.1
108,2014-2-13,46.1, ,-2.1,1.9,6.5
108,2014-2-14,47.3, ,-0.7,2.7,7.6
108,2014-2-15,54.6, ,-1.9,2.7,8.5
108,2014-2-16,53.3, ,-1.1,2.8,8.1
108,2014-2-17,45.5, ,0.9,4.2,8.5
108,2014-2-18,45.9, ,0.3,2.5,5.4
108,2014-2-19,48.6, ,-1.9,2.1,6.7
108,2014-2-20,61.5, ,-1.2,1.2,5.5
108,2014-2-21,49.1, ,-4.0,0.9,6.9
108,2014-2-22,49.3, ,-2.1,2.2,7.4
108,2014-2-23,50.6, ,-1.8,3.1,8.5
108,2014-2-24,58.0, ,-0.3,4.1,9.3
108,2014-2-25,59.9, ,0.6,5.7,12.3
108,2014-2-26,44.9, ,1.4,8.4,16.4
108,2014-2-27,55.4, ,3.8,7.7,13.1
108,2014-2-28,58.8, ,1.3,6.7,12.3
108,2014-3-1,61.1, ,3.3,6.0,9.4
108,2014-3-2,46.4, ,-0.2,4.5,10.1
108,2014-3-3,34.4, ,-1.0,5.2,11.9
108,2014-3-4,48.0, ,2.2,6.3,12.3
108,2014-3-5,44.8,0.0,-1.4,1.4,5.3
108,2014-3-6,43.4,0.0,-3.0,0.3,5.0
108,2014-3-7,45.9, ,-4.6,-0.6,4.3
108,2014-3-8,55.0, ,-2.2,2.0,7.0
108,2014-3-9,56.4,2.2,-1.6,1.4,4.8
108,2014-3-10,50.4, ,-3.6,1.5,7.7
108,2014-3-11,65.0, ,-0.9,4.5,9.4
108,2014-3-12,75.8,0.2,4.0,6.9,9.5
108,2014-3-13,54.5,0.0,1.6,5.2,8.3
108,2014-3-14,54.6, ,-1.5,3.4,8.5
108,2014-3-15,66.8, ,0.1,6.8,13.4
108,2014-3-16,68.3, ,5.7,11.3,18.5
108,2014-3-17,79.0,0.5,6.9,12.6,19.4
108,2014-3-18,75.3,0.4,7.7,10.5,16.0
108,2014-3-19,65.5, ,7.4,9.6,12.3
108,2014-3-20,71.3,0.4,2.8,6.3,10.3
108,2014-3-21,52.5, ,1.2,5.9,12.0
108,2014-3-22,63.5, ,2.3,8.6,15.5
108,2014-3-23,63.6, ,4.6,9.6,15.5
108,2014-3-24,60.5,0.0,4.6,10.9,15.3
108,2014-3-25,75.9,0.0,11.9,14.6,18.2
108,2014-3-26,64.6,0.0,11.8,15.4,21.9
108,2014-3-27,68.9, ,7.7,13.5,20.4
108,2014-3-28,57.3, ,11.3,16.6,23.8
108,2014-3-29,73.4,3.5,13.2,15.0,18.0
108,2014-3-30,63.5,0.0,10.2,14.9,20.6
108,2014-3-31,49.3, ,8.8,14.5,20.2
108,2014-4-1,33.8, ,9.5,15.6,23.0
108,2014-4-2,30.0, ,9.9,15.5,21.9
108,2014-4-3,63.0,0.5,5.5,10.2,13.6
108,2014-4-4,52.6, ,2.3,6.6,11.7
108,2014-4-5,60.5,0.0,3.5,6.2,11.0
108,2014-4-6,50.6, ,2.3,7.4,12.8
108,2014-4-7,64.9, ,4.9,10.3,16.7
108,2014-4-8,60.9, ,5.7,11.9,19.7
108,2014-4-9,85.3, ,7.0,10.3,15.3
108,2014-4-10,71.5, ,7.2,12.5,20.0
108,2014-4-11,69.5, ,10.1,13.6,18.7
108,2014-4-12,68.8, ,11.1,14.3,17.2
108,2014-4-13,54.9, ,13.2,17.2,24.3
108,2014-4-14,53.3, ,12.1,16.3,22.4
108,2014-4-15,80.1, ,9.3,12.9,16.8
108,2014-4-16,81.0, ,10.0,14.0,19.4
108,2014-4-17,67.4,3.0,8.4,14.7,20.9
108,2014-4-18,59.9, ,12.0,15.9,23.0
108,2014-4-19,56.0, ,11.4,14.0,18.4
108,2014-4-20,54.4, ,10.0,14.6,21.6
108,2014-4-21,55.1, ,9.8,15.1,21.4
108,2014-4-22,43.1, ,9.6,16.0,23.3
108,2014-4-23,49.4, ,10.4,17.2,24.9
108,2014-4-24,49.0, ,12.1,18.6,26.2
108,2014-4-25,32.5, ,12.3,19.0,25.9
108,2014-4-26,38.9, ,13.3,18.7,25.4
108,2014-4-27,86.6,8.5,13.6,15.6,18.3
108,2014-4-28,91.6,13.5,12.2,13.6,15.0
108,2014-4-29,69.5,5.5,11.9,15.0,18.9
108,2014-4-30,62.1,0.0,11.4,16.1,21.4
108,2014-5-1,60.5, ,10.4,16.0,22.1
108,2014-5-2,70.9,1.0,11.1,15.7,24.8
108,2014-5-3,54.6, ,8.0,13.1,19.3
108,2014-5-4,57.8,0.2,8.5,12.3,20.5
108,2014-5-5,56.5, ,6.8,11.3,15.5
108,2014-5-6,45.9, ,7.6,13.1,19.0
108,2014-5-7,48.3,2.0,8.7,15.7,22.3
108,2014-5-8,83.9,4.0,11.5,14.5,19.5
108,2014-5-9,60.8, ,9.8,16.8,23.8
108,2014-5-10,43.4, ,12.9,20.5,28.3
108,2014-5-11,54.4,23.0,15.9,18.9,23.8
108,2014-5-12,79.1,10.0,13.6,16.4,20.4
108,2014-5-13,69.9, ,11.9,19.2,25.6
108,2014-5-14,59.1, ,15.3,19.6,25.9
108,2014-5-15,66.9,0.3,14.5,18.2,23.7
108,2014-5-16,50.3, ,12.3,19.0,26.2
108,2014-5-17,48.0, ,14.3,20.0,26.2
108,2014-5-18,50.1, ,13.7,20.3,27.1
108,2014-5-19,55.1, ,14.1,20.0,26.2
108,2014-5-20,45.4, ,16.1,21.5,28.4
108,2014-5-21,65.3, ,15.9,20.1,26.5
108,2014-5-22,63.4, ,13.6,20.9,28.3
108,2014-5-23,68.4, ,17.6,22.0,27.8
108,2014-5-24,68.8, ,16.9,21.3,27.9
108,2014-5-25,78.9,21.0,18.3,20.5,24.9
108,2014-5-26,67.4,1.5,16.5,19.4,24.7
108,2014-5-27,49.5, ,16.7,22.8,28.3
108,2014-5-28,60.8, ,19.9,24.0,29.8
108,2014-5-29,54.6, ,17.5,23.2,30.9
108,2014-5-30,42.5, ,17.3,24.8,31.8
108,2014-5-31,50.3, ,20.5,26.2,33.3
108,2014-6-1,58.1, ,20.4,24.7,29.9
108,2014-6-2,73.5,2.0,20.6,22.6,24.6
108,2014-6-3,95.3,33.0,17.5,18.7,21.0
108,2014-6-4,61.5, ,18.7,22.8,27.8
108,2014-6-5,58.8, ,20.4,22.9,26.1
108,2014-6-6,58.9, ,18.8,24.4,31.1
108,2014-6-7,65.1, ,19.7,23.5,27.1
108,2014-6-8,75.3, ,19.2,21.4,24.5
108,2014-6-9,70.8, ,18.5,22.9,28.7
108,2014-6-10,72.0,5.5,20.0,23.6,29.3
108,2014-6-11,87.1,19.0,18.3,20.5,26.9
108,2014-6-12,73.9,0.1,17.3,21.2,27.1
108,2014-6-13,79.0,0.0,18.4,21.3,25.8
108,2014-6-14,71.6, ,18.3,22.5,27.7
108,2014-6-15,69.9, ,19.5,23.2,28.5
108,2014-6-16,66.4, ,19.1,23.9,29.0
108,2014-6-17,71.8,3.5,21.5,24.5,30.7
108,2014-6-18,71.3,0.1,20.5,24.4,29.1
108,2014-6-19,79.3,0.0,20.8,22.5,25.6
108,2014-6-20,76.5,1.5,20.7,24.2,28.6
108,2014-6-21,80.9,8.5,19.8,23.1,28.2
108,2014-6-22,74.4,0.4,20.2,23.7,29.0
108,2014-6-23,91.4,24.5,19.4,21.0,23.2
108,2014-6-24,74.6, ,19.4,22.9,27.2
108,2014-6-25,74.1, ,20.2,23.8,29.0
108,2014-6-26,68.0, ,20.2,24.4,29.5
108,2014-6-27,74.8, ,20.6,24.1,29.5
108,2014-6-28,71.6,0.0,21.3,23.8,28.4
108,2014-6-29,70.3, ,20.9,24.1,29.8
108,2014-6-30,68.0, ,21.2,25.3,30.2
108,2014-7-1,67.8, ,21.1,26.0,31.2
108,2014-7-2,77.3,20.5,22.1,25.7,31.1
108,2014-7-3,85.5,2.0,21.4,22.6,24.7
108,2014-7-4,62.1, ,21.6,26.8,32.3
108,2014-7-5,70.4, ,22.3,25.7,29.7
108,2014-7-6,65.8, ,23.0,25.7,29.5
108,2014-7-7,61.4, ,20.8,27.1,33.8
108,2014-7-8,73.0,0.2,23.7,25.9,29.3
108,2014-7-9,78.3,0.5,25.6,27.6,33.0
108,2014-7-10,57.9, ,24.6,28.9,33.6
108,2014-7-11,63.4, ,23.0,27.1,32.8
108,2014-7-12,74.3, ,22.9,25.3,29.6
108,2014-7-13,73.4, ,23.0,25.4,29.4
108,2014-7-14,70.8, ,22.8,26.4,30.7
108,2014-7-15,69.4, ,23.9,26.8,32.3
108,2014-7-16,68.4, ,23.5,26.6,32.2
108,2014-7-17,75.9,0.2,23.6,25.9,29.6
108,2014-7-18,80.5,1.5,22.6,26.1,30.6
108,2014-7-19,79.8, ,24.7,27.0,30.7
108,2014-7-20,75.8, ,24.6,27.9,33.2
108,2014-7-21,73.9, ,24.4,27.3,31.6
108,2014-7-22,83.9,16.5,24.6,25.9,28.2
108,2014-7-23,90.0,55.0,21.7,23.6,25.2
108,2014-7-24,92.8,48.0,19.1,21.9,24.5
108,2014-7-25,81.9,59.5,22.1,27.5,33.7
108,2014-7-26,86.1,2.5,20.8,22.6,27.3
108,2014-7-27,75.0, ,21.4,25.0,30.6
108,2014-7-28,71.6, ,21.6,26.6,31.3
108,2014-7-29,68.4, ,23.4,26.5,30.1
108,2014-7-30,70.6, ,25.0,28.6,33.5
108,2014-7-31,75.9,1.5,25.8,28.6,34.4
108,2014-8-1,63.4, ,24.7,30.2,34.7
108,2014-8-2,55.0,0.0,28.7,31.4,35.8
108,2014-8-3,87.6,13.0,24.1,26.5,30.5
108,2014-8-4,93.0,6.5,24.7,26.4,29.6
108,2014-8-5,87.5,0.0,25.0,26.6,29.2
108,2014-8-6,92.4,10.5,22.5,24.4,26.2
108,2014-8-7,91.1,0.2,22.6,24.7,27.1
108,2014-8-8,62.3, ,21.9,26.1,30.6
108,2014-8-9,48.4, ,22.3,26.5,31.6
108,2014-8-10,79.4,42.5,19.6,23.4,27.7
108,2014-8-11,78.4, ,18.3,23.7,28.6
108,2014-8-12,77.8, ,22.3,25.8,30.4
108,2014-8-13,75.3,0.0,22.5,24.2,26.7
108,2014-8-14,78.6,0.5,21.4,22.3,24.2
108,2014-8-15,72.9, ,20.9,24.9,29.6
108,2014-8-16,73.9, ,22.2,26.1,31.8
108,2014-8-17,81.1,3.0,22.9,24.0,25.0
108,2014-8-18,90.0,11.5,20.9,22.3,24.4
108,2014-8-19,96.6,4.5,20.4,22.3,25.3
108,2014-8-20,86.0,0.5,22.4,24.8,28.0
108,2014-8-21,96.5,46.5,21.8,23.1,24.6
108,2014-8-22,83.4,15.0,21.8,24.7,28.2
108,2014-8-23,79.5,0.5,22.8,25.2,29.7
108,2014-8-24,75.5,0.1,20.7,25.6,30.7
108,2014-8-25,71.8,0.0,24.1,25.9,28.6
108,2014-8-26,71.4,11.5,21.6,25.4,29.6
108,2014-8-27,66.8, ,21.1,24.6,28.6
108,2014-8-28,65.3, ,19.8,25.1,30.7
108,2014-8-29,71.9,6.5,21.0,25.2,30.1
108,2014-8-30,71.6, ,19.9,24.6,30.7
108,2014-8-31,68.6, ,20.7,24.1,29.0
108,2014-9-1,72.5,1.5,20.4,24.1,29.7
108,2014-9-2,73.6,6.0,19.3,23.1,27.7
108,2014-9-3,99.8,57.5,17.4,19.1,20.6
108,2014-9-4,79.4, ,18.0,22.4,27.6
108,2014-9-5,76.0, ,20.0,23.8,29.0
108,2014-9-6,66.9, ,20.3,25.2,30.8
108,2014-9-7,72.1, ,19.8,25.3,31.3
108,2014-9-8,75.0, ,20.6,24.8,30.2
108,2014-9-9,66.5, ,19.9,23.3,28.2
108,2014-9-10,60.6, ,16.7,22.4,28.9
108,2014-9-11,61.1, ,17.5,23.3,29.2
108,2014-9-12,74.9,0.1,18.6,21.3,26.6
108,2014-9-13,60.9, ,18.6,23.1,28.3
108,2014-9-14,60.6, ,18.2,23.0,28.4
108,2014-9-15,64.9, ,20.6,23.1,27.5
108,2014-9-16,43.8, ,15.8,21.3,27.0
108,2014-9-17,52.3, ,17.6,20.2,22.6
108,2014-9-18,56.5, ,16.2,20.6,27.0
108,2014-9-19,55.0, ,14.9,21.4,28.4
108,2014-9-20,52.5, ,15.4,21.6,28.1
108,2014-9-21,61.6,0.0,17.5,20.2,25.6
108,2014-9-22,57.5, ,15.0,21.4,27.9
108,2014-9-23,52.1, ,18.1,23.0,29.0
108,2014-9-24,77.9,6.5,18.0,20.3,23.8
108,2014-9-25,66.9, ,17.7,22.2,27.7
108,2014-9-26,78.1,0.0,18.6,21.0,24.2
108,2014-9-27,79.0, ,18.3,21.4,25.1
108,2014-9-28,85.5,0.5,19.2,21.7,24.7
108,2014-9-29,99.0,16.0,17.7,19.4,20.7
108,2014-9-30,72.5, ,15.4,18.9,23.7
108,2014-10-1,68.6, ,14.9,19.2,24.4
108,2014-10-2,89.0,9.0,17.1,18.1,20.1
108,2014-10-3,74.3, ,13.4,16.1,20.8
108,2014-10-4,62.0, ,11.6,16.9,23.0
108,2014-10-5,53.1, ,12.5,17.1,23.2
108,2014-10-6,57.0, ,10.5,16.6,22.6
108,2014-10-7,64.8, ,11.6,16.1,22.5
108,2014-10-8,61.5, ,10.0,16.7,23.6
108,2014-10-9,60.4, ,12.4,18.6,25.4
108,2014-10-10,63.3, ,12.5,19.0,26.3
108,2014-10-11,57.4, ,13.6,19.4,25.6
108,2014-10-12,48.5, ,13.9,21.2,29.0
108,2014-10-13,51.9, ,11.0,17.4,21.7
108,2014-10-14,51.8, ,8.5,13.8,20.0
108,2014-10-15,60.4, ,8.9,13.8,20.0
108,2014-10-16,53.8,2.5,9.3,13.2,18.0
108,2014-10-17,53.8, ,6.6,13.6,21.2
108,2014-10-18,68.9, ,9.4,15.5,22.5
108,2014-10-19,61.0, ,11.2,17.0,22.7
108,2014-10-20,97.8,21.5,12.9,14.4,17.1
108,2014-10-21,92.8,18.5,11.9,13.8,15.7
108,2014-10-22,69.0, ,10.4,13.6,18.7
108,2014-10-23,67.8, ,8.5,13.8,20.6
108,2014-10-24,78.0, ,9.9,15.1,21.0
108,2014-10-25,81.1, ,12.9,16.5,22.2
108,2014-10-26,76.9,0.5,11.6,16.0,19.9
108,2014-10-27,35.3, ,6.1,10.7,16.9
108,2014-10-28,43.4, ,2.7,10.2,19.4
108,2014-10-29,46.4, ,4.9,12.1,20.8
108,2014-10-30,45.8, ,7.7,14.2,20.8
108,2014-10-31,62.1,0.2,12.8,15.0,18.2
108,2014-11-1,63.4, ,15.1,17.3,22.9
108,2014-11-2,50.5,2.5,7.1,12.0,15.4
108,2014-11-3,40.9, ,3.8,9.3,14.8
108,2014-11-4,60.5, ,5.4,11.3,18.5
108,2014-11-5,65.6, ,6.4,12.4,18.4
108,2014-11-6,61.0,0.5,9.5,13.5,17.7
108,2014-11-7,52.5, ,5.1,9.8,16.5
108,2014-11-8,61.9, ,6.9,9.9,15.1
108,2014-11-9,46.3, ,6.3,10.0,15.5
108,2014-11-10,49.9, ,3.5,9.4,16.5
108,2014-11-11,67.4,2.0,4.6,9.4,14.5
108,2014-11-12,50.6,5.0,-1.3,6.0,10.0
108,2014-11-13,38.5, ,-3.1,-0.2,4.3
108,2014-11-14,54.0,0.0,-1.4,4.2,10.0
108,2014-11-15,38.3, ,-0.5,4.1,9.5
108,2014-11-16,42.6,1.0,2.6,6.6,12.4
108,2014-11-17,75.5,1.5,3.8,6.2,9.0
108,2014-11-18,53.4, ,1.7,5.0,10.4
108,2014-11-19,55.4, ,-0.6,5.6,12.6
108,2014-11-20,61.9, ,2.7,7.9,14.6
108,2014-11-21,62.5, ,5.9,11.3,16.5
108,2014-11-22,90.9,4.0,8.0,11.0,12.7
108,2014-11-23,80.0, ,6.3,9.0,12.3
108,2014-11-24,59.8, ,8.0,9.8,13.2
108,2014-11-25,56.0, ,6.6,10.2,15.1
108,2014-11-26,58.8, ,8.2,11.0,16.3
108,2014-11-27,69.9, ,6.7,10.4,14.9
108,2014-11-28,88.0,18.0,6.5,8.8,10.1
108,2014-11-29,83.9, ,5.5,8.3,12.8
108,2014-11-30,88.1,7.0,7.2,9.1,11.1
108,2014-12-1,58.8,0.5,-7.2,-1.1,7.9
108,2014-12-2,42.3,0.0,-8.2,-5.4,-2.7
108,2014-12-3,70.6,0.9,-6.5,-3.3,-0.5
108,2014-12-4,43.0,0.0,-7.4,-4.6,-0.2
108,2014-12-5,45.5, ,-10.1,-6.6,-2.5
108,2014-12-6,47.5, ,-8.8,-5.6,-0.5
108,2014-12-7,43.9, ,-8.2,-3.4,0.2
108,2014-12-8,48.4, ,-4.8,-1.6,2.7
108,2014-12-9,44.1, ,-7.4,-2.4,4.1
108,2014-12-10,58.8,2.0,-1.9,1.6,4.2
108,2014-12-11,64.8,0.5,-5.2,-1.5,3.2
108,2014-12-12,70.4,0.1,-7.0,-3.8,0.5
108,2014-12-13,45.8, ,-7.3,-5.2,-2.0
108,2014-12-14,60.5,0.0,-8.6,-3.6,0.6
108,2014-12-15,90.6,10.5,-1.7,-0.1,2.0
108,2014-12-16,58.9,0.0,-9.4,-4.9,1.7
108,2014-12-17,41.0, ,-11.1,-9.0,-5.2
108,2014-12-18,39.9, ,-13.2,-8.3,-2.2
108,2014-12-19,54.5,0.9,-8.1,-3.8,0.0
108,2014-12-20,66.0,2.0,-6.6,-1.7,2.1
108,2014-12-21,58.5,0.0,-9.0,-6.4,-1.3
108,2014-12-22,64.6,0.3,-9.7,-4.7,0.8
108,2014-12-23,67.1, ,-5.7,-1.3,1.8
108,2014-12-24,66.8,0.2,-3.1,1.7,6.4
108,2014-12-25,52.0, ,-5.9,-2.6,1.8
108,2014-12-26,45.6, ,-7.4,-3.2,2.5
108,2014-12-27,46.8, ,-6.3,-1.8,5.0
108,2014-12-28,64.1, ,-3.6,-0.8,1.6
108,2014-12-29,73.1, ,-0.5,2.9,6.4
108,2014-12-30,62.8, ,-1.6,1.9,6.3
108,2014-12-31,47.4,0.0,-6.9,-1.9,1.7
108,2015-1-1,41.4, ,-9.8,-7.7,-4.3
108,2015-1-2,45.9, ,-9.0,-6.0,-1.9
108,2015-1-3,56.1, ,-9.2,-2.7,3.1
108,2015-1-4,70.1,0.0,0.2,2.5,8.5
108,2015-1-5,73.1,0.4,-1.1,3.7,7.9
108,2015-1-6,52.4,3.0,-7.6,-3.2,4.0
108,2015-1-7,33.1, ,-8.9,-5.5,-0.6
108,2015-1-8,45.8, ,-9.5,-5.1,-0.2
108,2015-1-9,58.3, ,-6.8,-2.1,3.5
108,2015-1-10,56.5, ,-5.6,-0.3,4.8
108,2015-1-11,57.8, ,-4.3,-0.4,2.5
108,2015-1-12,37.8, ,-7.3,-2.7,3.7
108,2015-1-13,39.6, ,-5.1,0.2,5.8
108,2015-1-14,41.1, ,-0.3,2.5,6.1
108,2015-1-15,53.6, ,-1.1,2.8,9.0
108,2015-1-16,73.0,0.3,-2.5,0.8,3.4
108,2015-1-17,46.0, ,-7.7,-4.1,0.0
108,2015-1-18,68.4,4.0,-6.5,-1.3,2.1
108,2015-1-19,68.1,0.1,-4.0,-0.1,3.1
108,2015-1-20,55.8, ,-6.4,-0.9,4.4
108,2015-1-21,58.3, ,-1.2,2.6,6.5
108,2015-1-22,60.6, ,0.8,3.1,7.1
108,2015-1-23,66.4, ,-1.6,1.2,4.9
108,2015-1-24,62.9, ,0.8,3.7,8.4
108,2015-1-25,78.4,3.0,1.1,3.0,5.0
108,2015-1-26,87.5,0.5,0.2,3.6,6.5
108,2015-1-27,55.4, ,-7.4,-3.6,0.5
108,2015-1-28,49.3, ,-9.1,-4.1,2.7
108,2015-1-29,56.4, ,-4.6,-1.1,3.0
108,2015-1-30,51.8, ,-7.0,-3.3,0.8
108,2015-1-31,46.4, ,-8.5,-4.5,0.8
108,2015-2-1,44.9, ,-8.2,-3.0,3.6
108,2015-2-2,47.3, ,-5.3,-0.6,6.4
108,2015-2-3,54.5, ,-3.5,0.6,7.2
108,2015-2-4,64.5, ,-3.1,0.4,5.8
108,2015-2-5,57.1, ,-3.8,-0.1,4.8
108,2015-2-6,57.3, ,-4.3,0.4,6.5
108,2015-2-7,65.3, ,-2.7,1.2,5.7
108,2015-2-8,34.1, ,-11.9,-9.8,-2.8
108,2015-2-9,54.6,0.2,-13.0,-5.7,-0.1
108,2015-2-10,69.0, ,-2.0,1.7,5.8
108,2015-2-11,60.3, ,-0.8,2.7,8.0
108,2015-2-12,36.8, ,-4.7,-2.2,1.6
108,2015-2-13,46.4, ,-6.4,-1.6,4.0
108,2015-2-14,72.9, ,-3.1,2.0,6.6
108,2015-2-15,61.6, ,3.2,7.9,13.0
108,2015-2-16,91.9,10.5,4.1,5.0,7.9
108,2015-2-17,78.5,0.5,0.5,1.9,4.1
108,2015-2-18,72.0,0.0,-1.5,0.8,3.3
108,2015-2-19,67.1, ,-2.7,2.2,8.6
108,2015-2-20,55.3, ,-1.3,5.2,11.4
108,2015-2-21,79.0,8.0,4.8,5.7,6.7
108,2015-2-22,78.0,2.5,-0.7,3.5,7.0
108,2015-2-23,60.4, ,-2.4,0.9,5.9
108,2015-2-24,60.0, ,-1.1,2.1,7.5
108,2015-2-25,48.6,0.5,0.2,5.4,12.5
108,2015-2-26,56.9,0.5,-3.5,1.2,4.7
108,2015-2-27,35.6, ,-5.6,-1.3,4.8
108,2015-2-28,40.5, ,-2.0,2.7,6.4
108,2015-3-1,56.8,0.0,-0.2,2.4,5.9
108,2015-3-2,43.5, ,-1.9,3.9,9.7
108,2015-3-3,69.5,5.5,-1.3,2.8,6.7
108,2015-3-4,43.4, ,-4.6,-2.1,1.4
108,2015-3-5,41.1, ,-5.4,-0.3,5.5
108,2015-3-6,37.8, ,-3.2,2.9,10.4
108,2015-3-7,45.5, ,-2.3,4.2,11.0
108,2015-3-8,42.5, ,0.4,7.7,15.1
108,2015-3-9,43.4, ,-5.4,2.2,8.2
108,2015-3-10,30.6, ,-6.9,-3.4,1.0
108,2015-3-11,45.1, ,-5.1,0.4,7.5
108,2015-3-12,41.0, ,-3.5,2.1,6.7
108,2015-3-13,45.4,0.1,1.8,5.6,11.0
108,2015-3-14,31.4, ,-1.2,4.3,11.6
108,2015-3-15,42.0, ,0.0,5.5,12.5
108,2015-3-16,44.4, ,1.3,9.8,18.6
108,2015-3-17,51.9,0.0,6.9,10.7,16.1
108,2015-3-18,61.5,1.5,8.4,10.7,14.4
108,2015-3-19,50.9, ,6.5,12.4,21.0
108,2015-3-20,32.5, ,7.6,13.4,21.9
108,2015-3-21,31.0, ,6.9,11.7,17.8
108,2015-3-22,33.3, ,2.2,8.3,14.9
108,2015-3-23,24.3, ,0.0,4.6,10.1
108,2015-3-24,32.8, ,-0.9,5.4,12.4
108,2015-3-25,45.9, ,0.1,6.5,14.2
108,2015-3-26,47.5, ,1.6,7.9,14.8
108,2015-3-27,50.5, ,3.2,9.1,16.2
108,2015-3-28,35.0, ,2.5,9.7,17.0
108,2015-3-29,61.9, ,7.0,10.5,16.5
108,2015-3-30,57.4, ,5.9,13.2,20.8
108,2015-3-31,80.6,2.5,10.0,12.9,14.9
108,2015-4-1,67.9,2.5,10.0,12.9,17.6
108,2015-4-2,70.5,28.0,8.5,14.8,21.8
108,2015-4-3,83.4,3.5,6.9,10.6,15.1
108,2015-4-4,48.0,0.0,8.9,13.5,18.5
108,2015-4-5,75.1,0.5,10.1,10.5,12.2
108,2015-4-6,55.8, ,6.9,10.3,15.4
108,2015-4-7,59.5,0.0,5.5,8.4,12.2
108,2015-4-8,52.5, ,3.5,8.3,13.7
108,2015-4-9,43.0, ,3.8,9.6,16.3
108,2015-4-10,40.5, ,4.6,11.6,19.2
108,2015-4-11,39.3, ,6.7,13.5,20.7
